title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
Front End Developer(React js),Fieldproxy ,"Chennai, Tamil Nadu",IT Jobs,,2022-09-24T06:56:57Z,None Matched,0,"Fieldproxy is a no-code workflow tool that lets anyone with a field team quickly build applications to efficiently manage their field operations. We are a VC-funded startup and are backed by some of the leading venture funds & angels in India & US. We are looking for React developer, who is quick to...",https://www.adzuna.in/details/3517023407?utm_medium=api&utm_source=48e85034
QA Automation Testing,Colan Infotech Private Limited,"Chennai, Tamil Nadu",IT Jobs,,2026-08-12T06:49:09Z,None Matched,0,Role and Responsibilities: Potential quality issues per defined process and escalate potential quality issues immediately to management Ensure that validated deliverables meet functionaReview functional and design specifications to ensure full understanding of individual deliverables Identify test r...,https://www.adzuna.in/details/5837518078?utm_medium=api&utm_source=48e85034
Data Engineer,WPP,"Chennai, Tamil Nadu",IT Jobs,,2026-08-27T20:51:31Z,None Matched,0,"WPP is the trusted growth partner for the world’s leading brands. We unite cutting-edge media intelligence and data solutions, world-class creativity, next-generation production, transformative enterprise solutions and expert strategic counsel in a single company – powered by exceptional talent and ...",https://www.adzuna.in/details/5858366694?utm_medium=api&utm_source=48e85034
Manager HRBP,"Acara Solutions, Inc.","Chennai, Tamil Nadu",HR & Recruitment Jobs,,2026-07-30T07:25:19Z,Human Resources,1,"Job description Role & responsibilities The Purpose of This Role The HR business partner team is part of Human Resources team that assists in meeting its business needs by partnering with various business groups in driving workforce strategy. By collaborating with key business stakeholders, the team...",https://www.adzuna.in/details/5820572901?utm_medium=api&utm_source=48e85034
Team Lead Issue/Receipt/Scraps,Adani,"Ottapidaram, Thoothukudi",Logistics & Warehouse Jobs,,2026-08-28T20:45:19Z,"ERP Software, SAP",2,"Responsibilities Store Operations Management Oversee day-to-day store and warehouse activities. Ensure proper receipt, inspection, storage, and issuance of materials. Maintain systematic storage practices for easy identification and retrieval of materials. Monitor stock movement and prevent material...",https://www.adzuna.in/details/5859754812?utm_medium=api&utm_source=48e85034
Java Backend Development Lead - AI-Powered Applications,Citigroup,"Chennai, Tamil Nadu",IT Jobs,,2026-09-04T11:05:33Z,"Machine Learning, Java",2,"Citi is looking for an experienced and visionary Java Backend Development Lead to spearhead the design, development, and deployment of our AI-powered platforms. The ideal candidate is a hands-on leader with a strong background in Java and a passion for artificial intelligence. You will lead a team o...",https://www.adzuna.in/details/5870119760?utm_medium=api&utm_source=48e85034
Welder,RJ Impex international,"Chennai, Tamil Nadu",Trade & Construction Jobs,,2025-11-12T02:28:38Z,None Matched,0,"Urgent requirement Looking for freshers and experienced welders with knowlege in welding interested candidates can apply. Skills:- Pipeline management, Electrician and Machining...",https://www.adzuna.in/details/5491161821?utm_medium=api&utm_source=48e85034
Bank Teller,GramPro Business Services Pvt. Ltd.,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-08-21T17:26:37Z,Recruiting,1,"NB : "" We are recruiting for ESAF Small Finance Bank "" Job Title: Teller Location: Chennai Qualification: Any Graduate Experience: Minimum 1 year of relevant experience in Banking or NBFC sector Prior experience in cash handling, cash transactions, and branch operations is preferred Preferred Candid...",https://www.adzuna.in/land/ad/5850983437?se=lsLPWBSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=0139C6F22EFEEBAE2E86E5631BE713ADA8C3AA10
Informatica Powercentre E2,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-05T18:29:39Z,SQL,1,"Role: Informatica Powercentre E2 location: Mumbai, Chennai, Hyderabad,Bangalore, Indore, Ahmedabad Experience: 6-8 years Responsibility: Hands-on experience in Informatica Power Centre development, enhancements Hands-on experience in SQL Server and Complex ETL query building Experience in CI/CD, GIT...",https://www.adzuna.in/land/ad/5871991646?se=lsLPWBSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=A5A8263CE97004661492E9F23C5879E884203866
visual merchandiser,H&M,"Chennai, Tamil Nadu",Retail Jobs,,2026-08-27T01:43:45Z,Sales,1,"Job Description WHAT YOU’LL DO ​ As a Visual Merchandiser, you’ll play a key role in creating an inspiring and consistent customer experience by implementing visual standards and driving commercial excellence. Acting in line with our values, you’ll contribute to your success and that of the company....",https://www.adzuna.in/details/5857236972?utm_medium=api&utm_source=48e85034
TCS IS HIRING FOR SCCM Administrator,Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-02T16:41:38Z,None Matched,0,"Walkin Drive Drive Date - 9/5/2026 Drive Venue -TCS Magnum Chennai One IT SEZ Phase-2 on the 200 Feet Radial Road in Thoraipakkam, Chennai. EXP -8-10 Yrs Skill -SCCM Administrator Responsibilities Experience working with PC/Mac infrastructure as an engineer level SCCM & Intune Certification with man...",https://www.adzuna.in/land/ad/5867035777?se=lsLPWBSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=570C7AB7D350E7C328B1BADD17A7615A91B231D8
Middle East Portfolio Delivery India Lead (Transportation Engineer),CDM Smith,"Chennai, Tamil Nadu",Engineering Jobs,,2026-06-27T10:28:48Z,None Matched,0,Company Overview Check out this video and find out why our team loves to work here! (https://www.cdmsmith.com/resources/videos/meet-cdm-smith) Join Us! CDM Smith - where amazing career journeys unfold. Imagine a place committed to offering an unmatched employee experience. Where you work on projects...,https://www.adzuna.in/details/5778695222?utm_medium=api&utm_source=48e85034
Executive Assistant to the CEO,WebNamaste,"Vadapalani, Chennai",Admin Jobs,,2024-01-26T17:34:21Z,Content Creation,1,"Are you a highly organized, driven, and detail-oriented individual? We are looking for an Executive Assistant to support our CEO in managing their day-to-day tasks and ensuring their time is used effectively. This position is based in Chennai. Responsibilities: - Organize the CEO's daily schedule an...",https://www.adzuna.in/details/4545446547?utm_medium=api&utm_source=48e85034
Sr. Applications Developer (Salesforce - Chennai),UPS,"Chennai, Tamil Nadu",IT Jobs,,2025-08-03T10:12:50Z,Salesforce,1,"Avant de postuler à un emploi, sélectionnez votre langue de préférence parmi les options disponibles en haut à droite de cette page. Découvrez votre prochaine opportunité au sein d'une organisation qui compte parmi les 500 plus importantes entreprises mondiales. Envisagez des opportunités innovantes...",https://www.adzuna.in/details/5335620925?utm_medium=api&utm_source=48e85034
Account Executive,Morrison Express,"Mandaveli, Chennai",Accounting & Finance Jobs,,2024-09-20T17:20:55Z,Accounting,1,"Prepare and send Agent/Interbranch SOA Weekly/Monthly/Yearly Reconcile Agent/Interbranch transactions Obtain details of all payments received and payments disbursed, and post AR/AP payments for Agents/Interbranch Oversea AP Voucher convert to accounting system (PeopleSoft) Check open-POs, currency a...",https://www.adzuna.in/details/4870491702?utm_medium=api&utm_source=48e85034
Interior Designer,Livspace,"Coimbatore, Tamil Nadu",Creative & Design Jobs,,2026-08-20T17:58:25Z,None Matched,0,The ideal candidate will have excellent creative thinking skills and be able to create designs based on conversations with a client. The candidate should be confident communicating regularly with the client in order to assess their needs and be able to adjust a given approach based on feedback. The ...,https://www.adzuna.in/land/ad/5849578975?se=xoolWxSu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=219AFBD096C99FCFCED2B020754EAFAAA43A1360
Flight Mechanics Engineer (Modelling & Simulation),Ubifly Technologies Pvt Ltd,"Kanchipuram, Tamil Nadu",Engineering Jobs,permanent,2026-08-18T23:18:07Z,None Matched,0,"Roles and Responsibilities As a Flight Mechanics Engineer (Modeling and Simulation), the following work area and skill sets awaits you: 1. Aircraft Flight Mechanics & Dynamics Develop and maintain 6-DOF nonlinear aircraft flight-dynamics models . Develop mathematical models for aircraft rigid-body d...",https://www.adzuna.in/details/5847087581?utm_medium=api&utm_source=48e85034
Certified Medical Coder,Coronis Ajuba,"Chennai, Tamil Nadu",Domestic help & Cleaning Jobs,,2026-09-04T16:57:15Z,None Matched,0,About the Company We are Hiring CERTIFIED MEDICAL CODERS About the Role Hiring for Specialties: ✅ Anesthesia ✅ EM OP ✅ EM IP/OP ✅ ED Profee ✅ ED Facility ✅ Surgery ✅ EM with Urology ✅ Radiology with Sonography ✅ Denials ✅ Observation ✅ Neurology Responsibilities Eligibility Criteria Any Graduate Exp...,https://www.adzuna.in/land/ad/5870527060?se=xoolWxSu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=FFA5D2B0C7EB2E4A71163B7AF46816AB0AB76E86
Software Engineer III,Pearson,"Chennai, Tamil Nadu",IT Jobs,,2026-04-22T02:05:19Z,"Salesforce, Leadership",2,"Description Salesforce Developer III Role Summary We are seeking a highly skilled Salesforce Developer III to design, develop, and implement scalable, high-performance Salesforce solutions. This role requires deep technical expertise, strong architectural thinking, and leadership in delivering intel...",https://www.adzuna.in/details/5706500217?utm_medium=api&utm_source=48e85034
SAP L1 Support FICO Consultant,Metaphor Consulting,"Chennai, Tamil Nadu",IT Jobs,,2026-08-14T07:35:03Z,"SAP, Sales",2,Requirements: 1. Understand to resolve L1 Support issue based on assignment received from L0 team. 2. Help desk ticket monitoring and close in system and maintain the staus tracker. 3. User Manual prepare for new FICO issues. 4. Expertise in end-to-end sales and A/P and A/R. 5. Resolve the regular F...,https://www.adzuna.in/details/5841131125?utm_medium=api&utm_source=48e85034
Freelance - Guest Faculty - AI - Business Decision Intelligence,Freelance,"Coimbatore, Tamil Nadu",IT Jobs,contract,2026-09-11T17:11:54Z,None Matched,0,We are looking for in-person AI / Business Decision Intelligence s expert as Guest Faculty to deliver sessions in Coimbatore. Online: No Tentative Duration: 15 days Schedule: Freelance Accommodation: Supported Requirement : Deliver industry-oriented sessions for the learners on Business Analytics Ex...,https://www.adzuna.in/land/ad/5879659751?se=xoolWxSu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=D7222B418344BB0EE4A7FD0A894F9C4A40DF21E8
Senior Team Member,Bank of America,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-07T11:06:02Z,None Matched,0,"Senior Team Member Chennai, India To proceed with your application, you must be at least 18 years of age. Acknowledge (https://ghr.wd1.myworkdayjobs.com/lateral-ba\_continuum/job/Chennai-Tamil-Nadu/Senior-Team-Member\_26032685) Bank of America employees are required to meet all posting eligibility r...",https://www.adzuna.in/details/5873769816?utm_medium=api&utm_source=48e85034
QA Lead,People First Consultants,"Chennai, Tamil Nadu",IT Jobs,,2023-03-01T01:42:09Z,Python,1,"Must have 6 years of experience in C/C++ programming language. Knowledge of Go programming language and Python programming language is a big plus. Strong background in L4-L7 Internet Protocols TCP, HTTP, HTTP2, GRPC and HTTPS/SSL/TLS. Background in Internet security related products such as Web Appl...",https://www.adzuna.in/details/3949357079?utm_medium=api&utm_source=48e85034
Sales Executive,Studio 31,"Chennai, Tamil Nadu",Sales Jobs,,2019-06-05T21:12:16Z,Sales,1,"Studio 31 is South India's largest wedding photography & video company, based out of Chennai. The company has successfully shot over 3000 events in the last seven years and is the one of the pioneers in setting up and organised wedding business in its unorganised industry. Studio 31 is looking for f...",https://www.adzuna.in/details/1171508271?utm_medium=api&utm_source=48e85034
"Senior Manager, Operations",Med Metrix,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-04T21:08:34Z,Leadership,1,Job Purpose Provide leadership and guidance to offshore RCM Partners and their teams reviewing processes and providing recommendations for improvement of operations working towards our combined operational goal to meet or exceed national AR KPI benchmarks and client specific KPI’s. Help support proj...,https://www.adzuna.in/details/5870745774?utm_medium=api&utm_source=48e85034
NOC Monitoring,Neurealm,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:23:12Z,None Matched,0,"Responsibilities Network monitoring: Monitor LAN/WAN links, routers, firewalls, and wireless equipment for availability and performance. Server monitoring: Track server health, CPU/memory utilization, and escalate hardware/software alerts. Ticket handling: Follow SOPs for incident logging, categoriz...",https://www.adzuna.in/land/ad/5864442000?se=xoolWxSu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=6ED34E8AC3F2819A3836FAEFAF36CDFEB0F8B1CF
Lead Systems Engineer - Data DevOps/MLOps,EPAM Systems,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-14T16:03:44Z,Machine Learning,1,"We are seeking a skilled and passionate Lead Systems Engineer with Data DevOps/MLOps expertise to drive innovation and efficiency across our data and machine learning operations. Responsibilities Design, deploy, and manage CI/CD pipelines for seamless data integration and ML model deployment Establi...",https://www.adzuna.in/details/5841714577?utm_medium=api&utm_source=48e85034
Lead Application Developer,UPS,"Chennai, Tamil Nadu",IT Jobs,,2025-08-03T10:12:49Z,None Matched,0,"Before you apply to a job, select your language preference from the options available at the top right of this page. Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you bec...",https://www.adzuna.in/details/5335620635?utm_medium=api&utm_source=48e85034
Channel Sales Manager,Not Disclosed (Agency Listing),"Chennai, Tamil Nadu",Sales Jobs,,2024-05-10T07:38:25Z,Sales,1,Looking for well experience and result oriented in courier sales and candidate should able to self drive...,https://www.adzuna.in/details/4686701441?utm_medium=api&utm_source=48e85034
BI Analyst,Appian,"Chennai, Tamil Nadu",IT Jobs,,2026-07-05T03:37:58Z,None Matched,0,"Here at Appian, our values of Intensity and Excellence define who we are. We set high standards and live up to them, ensuring that everything we do is done with care and quality. We approach every challenge with ambition and commitment, holding ourselves and each other accountable to achieve the bes...",https://www.adzuna.in/details/5788468760?utm_medium=api&utm_source=48e85034
Senior Software Engineer,Weekday AI,"Chennai, Tamil Nadu",IT Jobs,,2026-08-26T16:05:14Z,Java,1,"This role is for one of Weekday’s clients Min Experience: 5 years Location: Chennai, Tamil Nadu, India JobType: full-time We are looking for a talented Java Developer with expertise in Spring Boot , AWS , Distributed Systems , and PAAS to join a highly collaborative and agile team. If you have exper...",https://www.adzuna.in/details/5856678759?utm_medium=api&utm_source=48e85034
Lead Computational Designer,CDM Smith,"Chennai, Tamil Nadu",Engineering Jobs,,2026-07-13T10:41:41Z,None Matched,0,Company Overview Check out this video and find out why our team loves to work here! (https://www.cdmsmith.com/resources/videos/meet-cdm-smith) Join Us! CDM Smith - where amazing career journeys unfold. Imagine a place committed to offering an unmatched employee experience. Where you work on projects...,https://www.adzuna.in/details/5798558206?utm_medium=api&utm_source=48e85034
UX Designer,Orcaso,"Chennai, Tamil Nadu",IT Jobs,,2019-06-05T21:12:21Z,None Matched,0,"Job Description We are looking for a user-experience designer responsible for conceiving and conducting user research, and translating them into sitemaps, wireframes, and prototypes. You will also design the overall functionality of the product and iterate upon it to ensure a great user experience. ...",https://www.adzuna.in/details/1171508864?utm_medium=api&utm_source=48e85034
Principal Associate - IT,Eurofins GSC IT DC,"Coimbatore, Tamil Nadu",IT Jobs,,2026-09-10T20:15:13Z,None Matched,0,Job Description ROLE: L3 Intune / Endpoint Management Administrator REPORTING TO: ITISC FET Europe Workspace Manager WORKING LOCATION: Coimbatore WORK TIMING: 12PM – 9PM OBJECTIVE: We are seeking a highly skilled L3 Microsoft Intune Administrator with deep technical expertise in modern cloud-based e...,https://www.adzuna.in/details/5878550513?utm_medium=api&utm_source=48e85034
React.js Developer,TargetBay,"Chennai, Tamil Nadu",IT Jobs,,2021-04-01T05:55:05Z,"JavaScript, Problem Solving",2,Job Description We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing them following well-known React.js workflows. You will ensure that these components and the overall application are rob...,https://www.adzuna.in/details/2089179601?utm_medium=api&utm_source=48e85034
Paid Media Analyst,Vendasta,"Ekkaduthangal, Chennai","PR, Advertising & Marketing Jobs",,2026-09-11T21:10:52Z,Google Ads,1,"Paid Media Analyst Chennai, India Are you passionate about leveraging AI and digital advertising to transform how businesses scale? Do you want to be part of something transformative, right here in Chennai? Vendasta is assembling a world-class team, and we’re looking for a Paid Media Analyst to help...",https://www.adzuna.in/details/5879873458?utm_medium=api&utm_source=48e85034
DPE- Control Engineering,Hitachi,"Chennai, Tamil Nadu","Energy, Oil & Gas Jobs",,2026-07-22T03:27:20Z,None Matched,0,"Location: Chennai, Tamil Nadu, India Job ID: R0092323 Date Posted: 2026-07-20 Company Name: HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED Profession (Job Category): Engineering & Science Job Schedule: Full time Remote: No Job Description: The Opportunity We are seeking a highly motivated and ex...",https://www.adzuna.in/details/5809894316?utm_medium=api&utm_source=48e85034
DIGITAL MARKETING (fresher),Fire bee techno services Pvt Ltd,"Madurai, Tamil Nadu",IT Jobs,,2022-09-16T06:52:17Z,"Digital Marketing, SEO, Google Ads",3,"Job description: Digital Marketing Exp: FRESHER Work Location: Madurai-onsite Job Description: Assist in the formulation of strategies to build a lasting digital connection with consumers Plan and monitor the ongoing company presence on social media (Twitter, Facebook etc.) Launch optimized online a...",https://www.adzuna.in/details/3491568963?utm_medium=api&utm_source=48e85034
Regional Sales Engineers,Avg Electronics,"Coimbatore, Tamil Nadu",Sales Jobs,,2026-08-07T07:35:06Z,Sales,1,Responsibilities: Promote and sell world-class American automation products designed specifically for the Indian market. Conduct technical presentations and demonstrations for customers to highlight product features and applications. Perform detailed technical and business needs analysis to recommen...,https://www.adzuna.in/details/5831404734?utm_medium=api&utm_source=48e85034
Digital Marketing,Multi Recruit,"Chennai, Tamil Nadu",Sales Jobs,,2021-07-25T21:21:51Z,"Sales, Digital Marketing",2,Should have E-publishing and Editorial services domain knowledge Should understand the competitive landscape and identify the gaps in the market Must be able to identify the right opportunities & qualify leads for the Sales team Should be able to handle communication and fresh conversations with pro...,https://www.adzuna.in/details/2341052213?utm_medium=api&utm_source=48e85034
UI Developer,Opscruise,"Chennai, Tamil Nadu",IT Jobs,,2021-12-24T04:21:15Z,None Matched,0,"UI Developer About OpsCruise Digital business is driving a fundamental shift to cloud-native applications, creating a new set of operational and performance challenges ill-suited to the currently available solutions. At OpsCruise, we imagine a world of autonomous operations and are innovating a fund...",https://www.adzuna.in/details/2764126402?utm_medium=api&utm_source=48e85034
Backend Engineer,VSearchIn,"Chennai, Tamil Nadu",IT Jobs,,2021-05-17T12:16:14Z,"SQL, Python, Java",3,"Good knowledge and experience of working with backend systems; designing server-side architecture, including production maintenance experience are must-haves. At least 1-2 years of experience in any programming languages like Java, Ruby, PHP, Python and Node.js(Node.js preferred). Understanding of m...",https://www.adzuna.in/details/2191433405?utm_medium=api&utm_source=48e85034
Assistant Professor in Mathematics,KGiSL Educational Institutions,"Coimbatore, Tamil Nadu",Teaching Jobs,,2025-10-28T06:46:55Z,Leadership,1,"Job description: Name of the College: KGiSL Institute of Technology College Profile: The main objective of KGiSL Institute of Technology is to provide industry embedded education and to mold the students for leadership in industry, government, and educational institutions; to advance the knowledge b...",https://www.adzuna.in/details/5467028101?utm_medium=api&utm_source=48e85034
Associate - Operations,WNS Global Services,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-10T20:15:13Z,Accounts Receivable,1,"Job Description The Accounts Receivable (AR) Associate is responsible for managing customer invoicing, payment collections, cash application, account reconciliations, and dispute resolution activities. The role ensures timely collection of outstanding receivables, accurate recording of transactions,...",https://www.adzuna.in/details/5878550528?utm_medium=api&utm_source=48e85034
"Big Data Engineer- Weekend Inperson Interview on 29th Aug,2026_ Chennai",Tata Consultancy Services,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:21:53Z,SQL,1,"Greetings from TCS Position- Big Data Engineer Skill- Hadoop, HIVE, PySpark, Spark SQL Location- Chennai Experience- 5 to 15 Years Mode of Interview- Face to Face Date-29th-Aug-2026(Saturday) Job Description: Must-Have Strong hands-on experience of Hadoop, HIVE, Spark, PySpark, Big Data Eco System T...",https://www.adzuna.in/land/ad/5864432351?se=RCRcXRSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=E73EEAC798E734D9A34F58375DB0BF236D7327D5
Program Manager – Retrofits,Wabtec,"Krishnagiri, Tamil Nadu",Engineering Jobs,,2026-08-26T01:42:51Z,Sales,1,"Job Description Key missions of the position: The Retrofit Program Manager is responsible for developing, leading, and executing retrofit programs across the installed customer base. Works cross-functionally with Engineering, Product Management, Supply Chain, Sales, Field Service, Warranty, and Cust...",https://www.adzuna.in/details/5855704312?utm_medium=api&utm_source=48e85034
Transition Manager (2120),We Search,"Chennai, Tamil Nadu",IT Jobs,,2026-08-12T10:50:54Z,Accounting,1,We are seeking an experienced and highly skilled Transition Manager to lead and execute large-scale Finance & Accounting (F&A) transitions into our Global Business Services (GBS) organization. This is a critical role that will oversee multi-channel migration initiatives—including transitions from He...,https://www.adzuna.in/details/5837761483?utm_medium=api&utm_source=48e85034
Lead Electronic Hardware & PCBA Design Development Engineer,GE Vernova,"Chennai, Tamil Nadu",Engineering Jobs,,2026-09-08T21:16:17Z,None Matched,0,"Job Description Summary PCB and Embedded Hardware Design, Simulation, Testing, Validation & Certification Job Description Essential Responsibilities: End to End Embedded Hardware Design and Multilayer PCB Designing, Tool preferably Altium Designer Should individually handle design and development fr...",https://www.adzuna.in/details/5875709506?utm_medium=api&utm_source=48e85034
NodeJS Developer,App Innovation Technologies,"Coimbatore, Tamil Nadu",IT Jobs,,2021-05-31T11:30:35Z,None Matched,0,"Job Description We are looking for a Node.js Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and respons...",https://www.adzuna.in/details/2220002056?utm_medium=api&utm_source=48e85034
Nostro Risk Reporting Business Analyst,Capco,"Chennai, Tamil Nadu",IT Jobs,,2026-07-17T03:30:14Z,None Matched,0,"Job Title: Nostro Risk Reporting BA About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence acro...",https://www.adzuna.in/details/5803870389?utm_medium=api&utm_source=48e85034
SSE- AUTOSAR Integrator,Zf Lifetec India,"Chennai, Tamil Nadu",IT Jobs,,2026-08-07T07:33:26Z,None Matched,0,What you can look forward to as SSE- AUTOSAR Integrator (m/f/d): Integration of whole embedded software and make it work fault free in ECU Develop and improve - Continuous Integration (CI) pipeline for projects Learning and using state-of-the-art software integration tools and hardware devices Debug...,https://www.adzuna.in/details/5831403298?utm_medium=api&utm_source=48e85034
Senior CDC/CDC II,ICON Clinical Research,"Chennai, Tamil Nadu",Scientific & QA Jobs,,2026-04-23T09:46:16Z,None Matched,0,"Senior CDC/CDC II _ Office Based ICON plc is a world-leading healthcare intelligence and clinical research organization. We're proud to foster an inclusive environment driving innovation and excellence, and we welcome you to join us on our mission to shape the future of clinical development. We are ...",https://www.adzuna.in/details/5707959770?utm_medium=api&utm_source=48e85034
Ecosystem Activation Lead,Wadhwani Foundation,"Tondiarpet Fort St George, Chennai",Consultancy Jobs,permanent,2026-08-20T08:56:24Z,None Matched,0,"Ecosystem Activation Lead: Location: State Capital (Chennai) Organization Overview The Wadhwani Foundation is an entrepreneurial philanthropy focused on enabling large-scale job creation by strengthening entrepreneurship, skilling, and small business growth across the Global South. The Foundation bu...",https://www.adzuna.in/details/5849236870?utm_medium=api&utm_source=48e85034
Jr. Engineer - Security,CBTS India,"Chennai, Tamil Nadu",IT Jobs,,2026-07-12T03:12:50Z,None Matched,0,"Job Purpose As a Security Automation Engineer I, you will contribute to the growth and maturity of our Security Operations team by developing and maintaining automation playbooks and workflows within our SOAR and XDR platforms. You will be responsible for translating analyst-driven investigation wor...",https://www.adzuna.in/details/5797294212?utm_medium=api&utm_source=48e85034
Team Lead - GIS Structural Steel,Hitachi,"Chennai, Tamil Nadu",Engineering Jobs,,2026-08-07T20:44:02Z,None Matched,0,"Location: Chennai, Tamil Nadu, India Job ID: R0136754 Date Posted: 2026-08-06 Company Name: HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED Profession (Job Category): Engineering & Science Job Schedule: Full time Remote: No Job Description: The opportunity: Lead and build a high-performing GIS St...",https://www.adzuna.in/details/5832080848?utm_medium=api&utm_source=48e85034
AR Caller Senior AR Caller,Starworth Global Solutions,"Chennai, Tamil Nadu",HR & Recruitment Jobs,,2026-08-07T06:51:42Z,Voice Process,1,HIRING AR Caller Senior AR Caller PB HB US Healthcare Voice Process Work From Office Location Chennai Bangalore Hyderabad Trichy Experience 1 4 Years Salary Up to 41 000 InHand Based on Skills Experience Joining Immediate Joiners Preferred Interview Mode Virtual Benefits TwoWay Cab Facility Skills R...,https://www.adzuna.in/details/5831365556?utm_medium=api&utm_source=48e85034
ETO Civil and Structural Engineer,SLB,"Coimbatore, Tamil Nadu",Engineering Jobs,,2026-08-15T16:04:17Z,None Matched,0,"Perform civil & structural design calculations and address the civil & structural design challenges for industry leading energy projects of all sizes and configurations. Keep abreast of industry codes, standards, regulations, and guidelines. Meet or exceed project expectations in a timely manner wit...",https://www.adzuna.in/details/5843020308?utm_medium=api&utm_source=48e85034
Relationship Officer-811-Digital Banking Kotak 811-Sales,Kotak Mahindra Bank,"Chennai, Tamil Nadu",Sales Jobs,,2026-07-23T03:14:56Z,"Sales, Cold Calling",2,"Description As a Relationship Officer for Kotak 811 Digital Sales, you will be responsible for acquiring new customers through open market activities and driving sales of financial products. This is a high-energy, field-based role focused on building relationships, achieving sales targets, and expan...",https://www.adzuna.in/details/5811307187?utm_medium=api&utm_source=48e85034
Lead - Endpoint Analytics & Governance,Standard Chartered Bank,"Chennai, Tamil Nadu",IT Jobs,,2026-08-25T00:07:36Z,None Matched,0,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary The Lead - Endpoint Analytics & Governance is responsible for driving the Digital Employee...",https://www.adzuna.in/land/ad/5854537760?se=-KHNXxSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=B3717E630F631E4951A839EE4DF79EB08CE698E0
Senior Security MS Engineer - NAC,"NTT DATA, Inc.","Chennai, Tamil Nadu",IT Jobs,,2026-09-08T16:11:55Z,None Matched,0,"Make an impact with NTT DATA Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can gr...",https://www.adzuna.in/details/5875447962?utm_medium=api&utm_source=48e85034
Project Coordinator,Colan Infotech,"Chennai, Tamil Nadu",IT Jobs,,2026-07-28T07:45:35Z,Project Management,1,"Key Responsibilities: Project Planning & Execution: Coordinate project management activities, resources, equipment, and information. Break projects into actionable tasks and define timeframes. Client Liaison: Communicate with clients to identify and define project requirements, scope, and objectives...",https://www.adzuna.in/details/5817921731?utm_medium=api&utm_source=48e85034
Infrastructure Technical Analyst,Citigroup,"Chennai, Tamil Nadu",IT Jobs,,2026-09-04T11:05:33Z,None Matched,0,Do you enjoy supporting technology operations on a global level? Are you willing to partner with multiple teams across various functions to deliver premier services? Are you passionate about new technologies and possess the skills necessary to support one of the largest infrastructure environments i...,https://www.adzuna.in/details/5870119735?utm_medium=api&utm_source=48e85034
GSA - Housekeeping,AccorHotel,"Chennai, Tamil Nadu",Hospitality & Catering Jobs,,2026-08-25T01:41:15Z,None Matched,0,"Job Description We're looking for a dedicated and detail-oriented GSA - Housekeeping professional to join our dynamic team in Chennai, India. In this role, you'll be instrumental in creating a clean, welcoming, and safe environment for our guests while maintaining the highest standards of hospitalit...",https://www.adzuna.in/details/5854574383?utm_medium=api&utm_source=48e85034
Credit Officer Auto Loan Erode,ESAF,"Erode, Tamil Nadu",Accounting & Finance Jobs,,2026-08-01T06:46:41Z,None Matched,0,Description Job Role Responsible to Evaluate authorize or recommend approval of credit loans Advise borrowers on financial status and methods of payments The vertical Business volume increase also will be a well appreciated trait Eligibility Profile Graduation regular or PG in any discipline with 2 ...,https://www.adzuna.in/details/5823128386?utm_medium=api&utm_source=48e85034
